"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Regular_Petrol_importer_cost_NZc.p.l","Regular_Petrol_ETS_NZc.p.l","Regular_Petrol_GST_NZc.p.l","Regular_Petrol_taxes_NZc.p.l","Regular_Petrol_price_excl_taxes_NZc.p.l","Regular_Petrol_main_port_price_NZc.p.l","Regular_Petrol_discounted_retail_price_NZc.p.l","Regular_Petrol_importer_margin_NZc.p.l","Regular_Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2014-08-08,"2014w32","Final",103.4,0.84828,121.893714339605,93.537770408613,0.534,18.7532811234135,19.1282811234135,124.11287415609,149.614285714286,143.775155279503,30.5751037474767,31.2827482809314,88.4398613271107,0.462,27.6508776667567,94.7798776667567,116.748184445045,220.185714285714,211.990062111801,28.3083231179338,25.6690562251853,129.190378881988
2014-08-15,"2014w33","Final",101.99,0.84624,120.521365097372,92.6080273898693,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,31.7532939711893,31.3549196007719,88.4641899391952,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,28.0355473008804,25.7300961951057,129.438826086957
2014-08-22,"2014w34","Final",99.86,0.84286,118.477564482832,91.88619682457,0.534,18.5669457196867,18.9419457196867,122.870638131245,148.185714285714,142.346583850932,30.984441306675,31.4270909206124,87.9849883692545,0.462,27.3900081015393,94.5190081015393,115.009054010262,218.185714285714,209.990062111801,27.0240656410074,25.7911361650262,127.948142857143
2014-08-29,"2014w35","Final",100.55,0.8352,120.390325670498,93.3995913364843,0.534,18.5296786389414,18.9046786389414,122.622190926276,147.9,142.060869565217,29.2225995897917,31.4992622404529,90.509483007432,0.462,27.3527410207939,94.4817410207939,114.760606805293,217.9,209.704347826087,24.251123797861,25.8521761349467,127.699695652174
2014-09-05,"2014w36","Final",99.63,0.83356,119.523489610826,93.245686075011,0.534,18.7532811234135,19.1282811234135,124.11287415609,149.614285714286,143.775155279503,30.8671880810787,31.5714335602934,90.9597558785939,0.462,27.576343505266,94.705343505266,116.251290035107,219.614285714286,211.418633540373,25.2915341565128,25.9132161048671,129.190378881988
2014-09-12,"2014w37","Final",96.43,0.82474,116.921696534665,92.0660139905233,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,32.2953073705353,31.6436048801339,90.5587333971843,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,25.9410038428913,25.9742560747876,129.438826086957
2014-09-19,"2014w38","Final",95.82,0.81522,117.538823875764,91.7561445393827,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,32.605176821676,31.7157761999744,91.0183624322747,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,25.4813748078009,26.0352960447081,129.438826086957
2014-09-26,"2014w39","Final",94.21,0.8071,116.726551852311,91.4216900576983,0.534,18.7905482041588,19.1655482041588,124.361321361059,149.9,144.060869565217,32.9396313033603,31.7879475198149,91.6187339570293,0.462,27.6136105860113,94.7426105860114,116.499737240076,219.9,211.704347826087,24.8810032830462,26.0963360146285,129.438826086957
2014-10-03,"2014w40","Final",92.79,0.78248,118.584500562315,93.0071079713945,0.534,18.9521739130435,19.3271739130435,125.438826086957,151.9,145.3,32.431718115562,31.833882999135,93.905016505825,0.462,27.933823926546,95.062823926546,118.63449284364,221.9,214.159316770186,24.7294763378153,26.1217562270601,131.177956521739
2014-10-10,"2014w41","Final",89.46,0.78344,114.188706218728,89.124218351421,0.534,18.9124763705104,19.2874763705104,125.174175803403,151.9,144.995652173913,36.0499574519816,31.8798184784551,90.9498632898251,0.462,27.957561436673,95.086561436673,118.792742911153,221.9,214.341304347826,27.8428796213279,26.1471764394916,131.177956521739
2014-10-17,"2014w42","Final",84.95,0.78868,107.711619414718,84.8878487465894,0.534,18.2789359978396,18.6539359978396,120.950573318931,147.042857142857,140.13850931677,36.0627245723412,31.9257539577753,85.325666950307,0.462,27.3240210640022,94.4530210640022,114.569140426681,217.042857142857,209.484161490683,29.243473476374,26.1725966519232,126.954354037267
2014-10-24,"2014w43","Final",83.87,0.79116,106.008898326508,84.222007948944,0.534,17.9807993518769,18.3557993518769,118.962995679179,144.757142857143,137.852795031056,34.7409877302351,31.9716894370954,83.3087332313502,0.462,27.0258844180394,94.1548844180394,112.581562786929,214.757142857143,207.198447204969,29.2728295555793,26.1980168643547,124.966776397516
2014-10-31,"2014w44","Final",84.17,0.786775,106.981030154746,85.2809686813407,0.534,17.8689981096408,18.2439981096408,118.217654064272,143.9,136.995652173913,32.9366853829315,32.0176249164155,85.3917322932949,0.462,26.9140831758034,94.0430831758034,111.836221172023,213.9,206.341304347826,26.4444888787278,26.2234370767863,124.221434782609
2014-11-07,"2014w45","Final",80.68,0.77474,104.138162480316,85.4125897087394,0.534,17.8689981096408,18.2439981096408,118.217654064272,143.9,136.995652173913,32.8050643555328,32.0635603957357,83.0521625987125,0.462,26.7277477720767,93.8567477720767,110.593985147178,212.471428571429,204.912732919255,27.5418225484654,26.2488572892179,124.221434782609
2014-11-14,"2014w46","Final",77.11,0.78202,98.6036162757986,83.6052651561069,0.534,17.7199297866595,18.0949297866595,117.223865244396,142.757142857143,135.852795031056,33.6186000882895,32.1094958750558,79.8713323154171,0.462,26.5041452876046,93.6331452876046,109.103301917364,210.757142857143,203.198447204969,29.2319696019472,26.2742775016494,123.227645962733
2014-11-21,"2014w47","Final",74.85,0.79014,94.7300478396234,81.0782636236957,0.534,17.347258979206,17.722258979206,114.739393194707,139.9,132.995652173913,33.6611295710113,32.1554313543759,76.9808896951349,0.462,26.1314744801512,93.2604744801512,106.618829867675,207.9,200.341304347826,29.6379401725399,26.299697714081,120.743173913043
2014-11-28,"2014w48","Final",72.48,0.7858,92.2372104861288,79.6299691436191,0.534,17.23545773697,17.61045773697,113.9940515798,139.042857142857,132.13850931677,34.3640824361811,32.1858007177723,77.8210692196982,0.462,26.0196732379152,93.1486732379152,105.873488252768,207.042857142857,199.484161490683,28.0524190330698,26.3166575831877,119.997832298137
2014-12-05,"2014w49","Final",67.7,0.78084,86.7015009476974,74.3971828642244,0.534,16.5273832028085,16.9023832028085,109.27355468539,133.614285714286,126.709937888199,34.8763718211658,32.2161700811688,70.3955853675598,0.462,25.3115987037537,92.4405987037537,101.152991358358,201.614285714286,194.055590062112,30.7574059907983,26.3336174522945,115.277335403727
2014-12-12,"2014w50","Final",61.78,0.77338,79.8831105019525,70.9726252814029,0.6408,16.1547123953551,16.5297123953551,106.682282635701,130.757142857143,123.852795031056,35.7096573542978,32.2465394445652,66.1144743831676,0.5544,24.9277477720767,92.0567477720767,98.5015851471779,198.671428571429,191.112732919255,32.3871107640104,26.3505773214013,112.686063354037
2014-12-19,"2014w51","Final",57.24,0.77576,73.7857069196659,66.9520086103241,0.6675,15.5584391034297,15.9334391034297,102.680427356198,126.185714285714,119.281366459627,35.7284187458735,32.2769088079616,62.2359497357555,0.5775,24.3426546043748,91.4716546043748,94.5778640291655,194.185714285714,186.62701863354,32.34191429341,26.367537190508,108.684208074534
2014-12-26,"2014w52","Final",56.23,0.772666666666667,72.7739430543572,66.95484107376,0.6675,15.2975695382123,15.6725695382123,100.941296921415,124.185714285714,117.281366459627,33.9864558476551,32.307278171358,63.489094687298,0.5775,24.0817850391574,91.2107850391574,92.8387335943829,192.185714285714,184.62701863354,29.3496389070849,26.3844970596148,106.945077639752
2015-01-02,"2015w01","Final",53.68,0.7791,68.9000128353228,63.7773536311807,0.6675,15.1074174093078,15.4824174093078,99.6736160620518,122.757142857143,115.82353347136,35.8962624308711,32.3376475347544,59.4265597456196,0.5775,23.8749797461518,91.0039797461518,91.4600316410118,190.757142857143,183.041511387164,32.0334718953922,26.4014569287216,105.702841614907
2015-01-09,"2015w02","Final",47.49,0.77456,61.3122288783309,59.7702404172953,0.6675,14.2846790890269,14.6596790890269,94.1886939268461,116.471428571429,109.515873015873,34.4184535095508,32.3680168981509,54.5096373793365,0.5775,23.039751552795,90.168751552795,85.8918436853002,184.471428571429,176.638095238095,31.3822063059637,26.4184167978283,100.23700310559
2015-01-16,"2015w03","Final",43.88,0.77806,56.3966789193636,55.8190724924487,0.6675,13.2225672877847,13.5975672877847,87.1079485852312,108.328571428571,101.373015873016,31.2888760927825,32.3983862615473,50.9366496280972,0.5775,21.7540372670807,88.8830372670808,77.3204151138716,174.614285714286,166.780952380952,26.3837654857744,26.4353766669351,93.1562577639752
2015-01-23,"2015w04","Final",44.16,0.76546,57.6908003030857,56.7040608540488,0.6675,13.036231884058,13.411231884058,85.8657125603865,106.9,99.9444444444445,29.1616517063377,32.4240197918826,53.099263153887,0.5775,21.5304347826087,88.6594347826087,75.829731884058,172.9,165.066666666667,22.730468730171,26.4629348682699,91.9140217391304
2015-01-30,"2015w05","Final",44.64,0.73806,60.4828875701162,58.1341361403914,0.6675,13.036231884058,13.411231884058,85.8657125603865,106.9,99.9444444444445,27.7315764199951,32.4496533222179,55.2591698246145,0.5775,21.5304347826087,88.6594347826087,75.829731884058,172.9,165.066666666667,20.5705620594434,26.4904930696047,91.9140217391304
2015-02-06,"2015w06","Final",53.9,0.731575,73.6766565287223,64.0804227632425,0.6675,13.8374741200828,14.2124741200828,91.2073274672188,113.042857142857,106.087301587302,27.1269047039763,32.4752868525532,63.8629253851225,0.5775,22.5552795031056,89.6842795031056,82.6620300207039,180.757142857143,172.92380952381,18.7991046355814,26.5180512709395,97.2556366459627
2015-02-13,"2015w07","Final",55.42,0.7391,74.9830875388987,67.3775829622467,0.6675,14.2846790890269,14.6596790890269,94.1886939268461,116.471428571429,109.515873015873,26.8111109645994,32.5009203828885,66.1717726594398,0.5775,23.3937888198758,90.5227888198758,88.2520921325052,187.185714285714,179.352380952381,22.0803194730654,26.5456094722743,100.23700310559
2015-02-20,"2015w08","Final",58.14,0.75172,77.3426275740967,68.417368577124,0.6675,14.9182194616977,15.2932194616977,98.4122964113182,121.328571428571,114.373015873016,29.9949278341942,32.5265539132238,67.5765148457065,0.5775,24.0645962732919,91.1935962732919,92.7241418219461,192.328571428571,184.495238095238,25.1476269762397,26.5731676736091,104.460605590062
2015-02-27,"2015w09","Final",56.89,0.75262,75.5892748000319,67.4052826619146,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,31.5039081593414,32.5521874435591,68.1335480657612,0.5775,24.1391304347826,91.2681304347826,93.2210362318841,192.9,185.066666666667,25.0874881661229,26.6007258749439,104.9575
2015-03-06,"2015w10","Final",57.95,0.75388,76.8689977184698,68.8196553194887,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,30.0895355017673,32.5778209738944,71.1703084335189,0.5775,24.3627329192547,91.4917329192547,94.7117194616977,194.614285714286,186.780952380952,23.5414110281788,26.6282840762787,104.9575
2015-03-13,"2015w11","Final",54.45,0.73348,74.2351529694061,68.339658831347,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,30.569531989909,32.6034545042297,71.1110054051015,0.5775,24.4,91.529,94.9601666666667,194.9,187.066666666667,23.8491612615651,26.6558422776135,104.9575
2015-03-20,"2015w12","Final",51.35,0.73816,69.5648639861277,66.0039891107299,0.6675,14.9927536231884,15.3677536231884,98.909190821256,121.9,114.944444444444,32.9052017105261,32.6206364622261,67.7609803689891,0.5775,24.4372670807453,91.5662670807453,95.2086138716356,195.185714285714,187.352380952381,27.4476335026465,26.6891314211525,104.9575
2015-03-27,"2015w13","Final",54.2,0.76174,71.1528868117731,65.2339993604823,0.6675,14.7691511387164,15.1441511387164,97.4185075914424,120.185714285714,113.230158730159,32.1845082309601,32.6378184202226,68.1048205339902,0.5775,24.1763975155279,91.305397515528,93.469483436853,193.185714285714,185.352380952381,25.3646629028628,26.7224205646915,103.466816770186
2015-04-03,"2015w14","Final",53.22,0.7495,71.0073382254837,65.5554278717014,0.6675,14.6608877664778,15.0358877664778,96.6967517765189,119.9,112.400139542997,31.1413239048174,32.6550003782191,66.7548309191701,0.5775,24.0168179646441,91.1458179646441,92.4056197642937,192.9,184.128937728938,25.6507888451236,26.7557097082305,103.218369565217
2015-04-10,"2015w15","Final",55.66,0.754075,73.8122865762689,64.9551320139973,0.6675,14.6324892498806,15.0074892498806,96.507428332537,119.9,112.182417582418,31.5522963185398,32.6721823362155,65.5092050056096,0.5775,23.9678929765886,91.0968929765886,92.0794531772575,192.9,183.753846153846,26.570248171648,26.7889988517694,103.218369565217
2015-04-17,"2015w16","Final",59,0.755,78.1456953642384,67.5259653242706,0.6675,14.8001911132346,15.1751911132346,97.6254407548973,121.185714285714,113.468131868132,30.0994754306267,32.689364294212,69.9100243207586,0.5775,24.1355948399427,91.2645948399427,93.1974655996178,194.185714285714,185.03956043956,23.2874412788592,26.8222879953084,104.336381987578
2015-04-24,"2015w17","Final",60.92,0.76502,79.631905048234,67.8930921735086,0.6675,15.5455327281414,15.9205327281414,102.594384854276,126.9,119.182417582418,34.7012926807676,32.7065462522085,71.0708968776572,0.5775,24.8809364548495,92.0099364548495,98.1664096989967,199.9,190.753846153846,27.0955128213395,26.8555771388474,109.305326086957
2015-05-01,"2015w18","Final",62.42,0.764175,81.6828606013021,69.7350628195831,0.6675,15.7691352126135,16.1441352126135,104.08506808409,128.614285714286,120.896703296703,34.3500052645067,32.7237282102049,74.0313243192839,0.5775,25.2163401815576,92.3453401815576,100.402434543717,202.471428571429,193.325274725275,26.3711102244333,26.8888662823864,110.79600931677
2015-05-08,"2015w19","Final",65.16,0.74922,86.9704492672379,73.6097400818909,0.6675,16.4585762064023,16.8335762064023,108.681341376015,133.9,126.182417582418,35.0716012941243,32.7409101682014,76.6836067139396,0.5775,25.9244147157191,93.0534147157191,105.122931438127,207.9,198.753846153846,28.4393247241876,26.9221554259254,115.392282608696
2015-05-15,"2015w20","Final",64.16,0.74286,86.3688985811593,74.5571718266051,0.6675,16.3281414237936,16.7031414237936,107.811776158624,132.9,125.182417582418,33.2546043320189,32.7578701282603,77.9861909320712,0.5775,25.7939799331104,92.9229799331104,104.253366220736,206.9,197.753846153846,26.2671752886646,26.9497205587711,114.522717391304
2015-05-22,"2015w21","Final",62.96,0.73692,85.4366824078597,74.7006351958552,0.6675,16.0672718585762,16.4422718585762,106.072645723841,130.9,123.182417582418,31.3720105279862,32.7748300883192,79.8273305995683,0.5775,25.533110367893,92.662110367893,102.514235785953,204.9,195.753846153846,22.6869051863849,26.9772856916168,112.783586956522
2015-05-29,"2015w22","Final",61.36,0.72476,84.6625089684861,73.9977095458802,0.6675,16.0672718585762,16.4422718585762,106.072645723841,130.9,123.182417582418,32.0749361779612,32.7917900483782,78.8298327613725,0.5775,25.533110367893,92.662110367893,102.514235785953,204.9,195.753846153846,23.6844030245807,27.0048508244625,112.783586956522
2015-06-05,"2015w23","Final",61.75,0.714275,86.4512967694515,74.3351688089879,0.6675,16.2163401815576,16.5913401815576,107.066434543717,132.042857142857,124.325274725275,32.7312657347292,32.8087500084371,79.9804316224596,0.5775,25.756712852365,92.885712852365,104.004919015767,206.614285714286,197.468131868132,24.0244873933073,27.0324159573081,113.777375776398
2015-06-12,"2015w24","Final",62.39,0.7072,88.2211538461539,75.3510142193013,0.6675,16.2349737219302,16.6099737219302,107.190658146202,132.185714285714,124.468131868132,31.8396439269004,32.825709968496,83.7924838265126,0.5775,25.8312470138557,92.9602470138557,104.501813425705,207.185714285714,198.03956043956,20.7093295991922,27.0599810901538,113.901599378882
2015-06-19,"2015w25","Final",61.55,0.69556,88.4898499051124,75.9875105518499,0.6675,16.4585762064023,16.8335762064023,108.681341376015,133.9,126.182417582418,32.6938308241654,32.8426699285549,84.8878199005281,0.5775,26.2784519827998,93.4074519827998,107.483179885332,210.614285714286,201.468131868132,22.595359984804,27.0875462229995,115.392282608696
2015-06-26,"2015w26","Final",60.91,0.68852,88.4651135769476,76.2374190733249,0.6675,16.4585762064023,16.8335762064023,108.681341376015,133.9,126.182417582418,32.4439223026904,32.8596298886139,82.2588441972544,0.5775,26.4461538461539,93.5751538461539,108.601192307692,211.9,202.753846153846,26.3423481104379,27.1151113558452,115.392282608696
2015-07-03,"2015w27","Final",60.83,0.67732,89.8098387763539,75.5211370177066,0.6675,16.3761608496823,16.7511608496823,108.131905664549,132.757142857143,125.550566514231,32.6107686468422,32.8765898486728,81.0885226947189,0.5775,26.5944587548557,93.7234587548557,109.589891699038,211.9,203.890850453894,28.5013690043193,27.1426764886909,114.39849378882
2015-07-10,"2015w28","Final",56.89,0.66964,84.9560958126755,71.9053900690538,0.6675,16.0674183094788,16.4424183094788,106.073622063192,130.185714285714,123.183540372671,34.1682319941383,32.8921582164797,80.024763827403,0.5775,26.5047123953551,93.6337123953551,108.991582635701,210.757142857143,203.202795031056,28.9668188082977,27.1780047702852,112.162468944099
2015-07-17,"2015w29","Final",56.86,0.66398,85.6351094912497,71.6260599484496,0.6675,15.8997164461248,16.2747164461248,104.955609640832,128.9,121.897826086957,33.3295496923821,32.9077265842866,80.2256080739509,0.5775,26.3929111531191,93.5219111531191,108.246241020794,209.9,202.345652173913,28.020632946843,27.2133330518796,111.044456521739
2015-07-24,"2015w30","Final",55.25,0.65894,83.8467842292166,70.5382548857622,0.6675,15.8997164461248,16.2747164461248,104.955609640832,128.9,121.897826086957,34.4173547550696,32.9232949520935,79.3731800093677,0.5775,26.3929111531191,93.5219111531191,108.246241020794,209.9,202.345652173913,28.8730610114262,27.248661333474,111.044456521739
2015-07-31,"2015w31","Final",53.55,0.66306,80.7619219980092,67.0523839365407,0.6675,15.5643127194167,15.9393127194167,102.719584796111,126.328571428571,119.326397515528,35.6672008595706,32.9388633199004,77.0910720444512,0.5775,26.057507426411,93.186507426411,106.010216176073,207.328571428571,199.774223602484,28.9191441316222,27.2839896150683,108.808431677019
2015-08-07,"2015w32","Final",49.94,0.6552,76.2210012210012,66.4331547799854,0.6675,15.3593437753173,15.7343437753173,101.353125168782,124.757142857143,117.754968944099,34.9199703887967,32.9544316877073,77.026868006732,0.5775,25.8525384823116,92.9815384823116,104.643756548744,205.757142857143,198.202795031056,27.6168885420122,27.3193178966627,107.441972049689
2015-08-14,"2015w33","Final",48.95,0.6567,74.5393634840871,67.1162724894038,0.6675,15.2475425330813,15.6225425330813,100.607783553875,123.9,116.897826086957,33.4915110644714,32.9700000555142,75.6591125498638,0.5775,25.7407372400756,92.8697372400756,103.898414933837,204.9,197.345652173913,28.2393023839736,27.3546461782571,106.696630434783
2015-08-21,"2015w34","Final",47.06,0.65884,71.4285714285714,64.9072368556239,0.6675,15.0612071293546,15.4362071293546,99.3655475290305,122.471428571429,115.469254658385,34.4583106734066,32.9855684233211,70.3857049151448,0.5775,25.5544018363489,92.6834018363489,102.656178908993,203.471428571429,195.917080745342,32.2704739938479,27.3899744598514,105.454394409938
2015-08-28,"2015w35","Final",44.34,0.65172,68.0353526054134,62.2409310226093,0.6675,14.7258034026465,15.1008034026465,97.12952268431,119.9,112.897826086957,34.8885916617008,33.001136791128,64.9179286054971,0.5775,24.8276937618147,91.9566937618147,97.8114584120983,197.9,190.345652173913,32.8935298066012,27.4253027414458,103.218369565217
2015-09-04,"2015w36","Final",47.9,0.63762,75.1231140804868,68.6996871735672,0.6675,15.0984742100999,15.4734742100999,99.6139947339995,122.757142857143,115.754968944099,30.9143075604323,32.9920643218756,72.6411095009444,0.5775,25.2003645692682,92.3293645692682,100.295930461788,200.757142857143,193.202795031056,27.6548209608433,27.4612591859885,105.702841614907
2015-09-11,"2015w37","Final",46.17,0.63066,73.2090191228237,68.6570744733993,0.6675,15.3966108560627,15.7716108560627,101.601572373751,125.042857142857,118.040683229814,32.9444979003517,32.9829918526232,73.7704569281723,0.5775,25.4985012152309,92.6275012152309,102.283508101539,203.042857142857,195.48850931677,28.513051173367,27.4972156305312,107.690419254658
2015-09-18,"2015w38","Final",44.16,0.63442,69.6068850288452,66.9244883333938,0.6675,15.5084120982987,15.8834120982987,102.346913988658,125.9,118.897826086957,35.4224256552641,32.9739193833707,71.438183539029,0.5775,25.6103024574669,92.7393024574669,103.028849716446,203.9,196.345652173913,31.5906661774171,27.5331720750739,108.435760869565
2015-09-25,"2015w39","Final",44.46,0.63162,70.3904246223996,67.0340591238903,0.6675,15.5084120982987,15.8834120982987,102.346913988658,125.9,118.897826086957,35.3128548647676,32.9648469141183,72.7844396565233,0.5775,25.6103024574669,92.7393024574669,103.028849716446,203.9,196.345652173913,30.2444100599227,27.5691285196166,108.435760869565
2015-10-02,"2015w40","Final",44.17,0.63734,69.3036683716698,65.5423552720829,0.6675,15.3194842019984,15.6944842019984,101.087394679989,125.9,117.449378881988,35.5450394079063,32.9557744448659,72.4556179639962,0.5775,25.3657980016203,92.4947980016203,101.398820010802,203.9,194.471118012422,28.9432020468059,27.6050849641593,108.435760869565
2015-10-09,"2015w41","Final",48.76,0.65522,74.4177528158481,67.1496959986662,0.6675,15.1777882797732,15.5527882797732,100.142755198488,125.9,116.363043478261,32.9930591998215,32.9467019756135,70.5642453234349,0.5775,25.1824196597354,92.3114196597353,100.176297731569,203.9,193.065217391304,29.6120524081341,27.641041408702,108.435760869565
2015-10-16,"2015w42","Final",46.75,0.6734,69.4238194238194,63.7329401119113,0.6675,14.8051174723197,15.1801174723197,97.6582831487983,123.042857142857,113.505900621118,33.9253430368869,32.937629506361,67.0029271619754,0.5775,24.8097488522819,91.9387488522819,97.6918256818795,201.042857142857,190.208074534161,30.6888985199042,27.6769978532447,105.951288819876
2015-10-23,"2015w43","Final",44.23,0.67784,65.251386757937,61.5155371446156,0.6675,14.283378341885,14.658378341885,94.1800222792331,119.042857142857,109.505900621118,32.6644851346175,32.9285570371086,62.9868406871257,0.5775,24.2880097218472,91.4170097218472,94.2135648123143,197.042857142857,186.208074534161,31.2267241251887,27.7129542977874,102.473027950311
2015-10-30,"2015w44","Final",44.4,0.6735,65.924276169265,61.4217810239765,0.6675,14.1343100189036,14.5093100189036,93.1862334593573,117.9,108.363043478261,31.7644524353808,32.8925875010051,63.5491469123572,0.5775,24.1389413988658,91.2679413988658,93.2197759924386,195.9,185.065217391304,29.6706290800814,27.740168287527,101.479239130435
2015-11-06,"2015w45","Final",45.47,0.66736,68.1341404938864,63.8953158529055,0.9345,14.4324466648663,14.8074466648663,94.9068110991088,120.185714285714,110.648757763975,31.0114952462033,32.8566179649016,64.2916013646295,0.8085,24.1389413988658,91.2679413988658,92.9887759924385,195.9,185.065217391304,28.6971746278091,27.7673822772667,103.199816770186
2015-11-13,"2015w46","Final",41.94,0.65422,64.1068753630277,63.5297011196266,0.9345,14.6560491493384,15.0310491493384,96.3974943289225,121.9,112.363043478261,32.8677932092959,32.8206484287981,63.8374770021465,0.8085,24.1389413988658,91.2679413988658,92.9887759924385,195.9,185.065217391304,29.151298990292,27.7945962670063,104.6905
2015-11-20,"2015w47","Final",38.92,0.65092,59.7922939838997,61.5248115398751,0.9345,14.4324466648663,14.8074466648663,94.9068110991088,120.185714285714,110.648757763975,33.3819995592337,32.7846788926947,61.7069584158401,0.8085,23.9153389143937,91.0443389143937,91.4980927626249,194.185714285714,183.350931677019,29.7911343467848,27.8218102567459,103.199816770186
2015-11-27,"2015w48","Final",40.29,0.65526,61.4870433110521,61.3899578778087,0.9345,14.395179584121,14.770179584121,94.6583638941399,119.9,110.363043478261,33.2684060163312,32.7487093565912,62.582215359638,0.8085,23.8780718336484,91.0070718336484,91.2496455576559,193.9,183.065217391304,28.6674301980179,27.8490242464855,102.951369565217
2015-12-04,"2015w49","Final",39.48,0.66194,59.6428679336496,58.7559108250653,1.09474,14.395179584121,14.770179584121,94.4981238941399,119.9,110.363043478261,35.7422130690746,32.7127398204877,61.4795834629453,0.94714,23.8780718336484,91.0070718336484,91.1110055576559,193.9,183.065217391304,29.6314220947107,27.8762382362252,102.791129565217
2015-12-11,"2015w50","Final",35.1,0.6702,52.3724261414503,53.7074917161691,1.1348,13.5007696462328,13.8757696462328,88.4953309748852,113.042857142857,103.505900621118,34.7878392587161,32.6767702843842,58.7075048325018,0.9818,23.2072643802322,90.3362643802323,86.604295868215,188.757142857143,177.922360248447,27.8967910357132,27.9034522259648,96.7883366459627
2015-12-18,"2015w51","Final",32.87,0.67392,48.7743352326686,48.1814787443542,1.1348,12.8485957331893,13.2235957331893,84.1475048879287,108.042857142857,98.505900621118,35.9660261435745,32.6408007482807,58.6786382248694,0.9818,22.9277612746422,90.0567612746422,84.7409418309479,186.614285714286,175.77950310559,26.0623036060784,27.9306662157044,92.4405105590062
2015-12-25,"2015w52","Final",31.92,0.67795,47.0831182240578,47.1952606257456,1.1348,12.5690926275992,12.9440926275992,82.2841508506616,105.9,96.3630434782609,35.088890224916,32.6181178016787,56.64203079868,0.9818,22.7041587901701,89.8331587901701,83.2502586011342,184.9,174.065217391304,26.6082278024542,27.9486555625592,90.5771565217391
2016-01-01,"2015w53","Final",31.78,0.685766666666667,46.3422932970398,46.6801635648124,1.1348,12.4099681576862,12.7849681576862,81.2233210512415,105.9,95.1430892089277,34.5431574864291,32.5954348550767,56.7666769492506,0.9818,22.6286408703368,89.7576408703368,82.7468058022453,184.9,173.486246672582,25.9801288529946,27.966644909414,90.5771565217391
2016-01-08,"2016w01","Final",30.4,0.667925,45.5140921510649,44.4407993084111,1.1348,11.8623984710941,12.2373984710941,77.5728564739608,103.328571428571,90.9450549450549,33.1320571655497,32.5727519084747,57.1649553017213,0.9818,22.527950310559,89.656950310559,82.0755354037267,184.9,172.714285714286,24.9105801020054,27.9846342562688,88.3411316770186
2016-01-15,"2016w02","Final",26.29,0.6519,40.3282712072404,40.8535604167775,1.1348,11.13569039656,11.51069039656,72.7281359770664,97.7571428571429,85.3736263736264,31.8745755602889,32.5500689618727,54.7255419475849,0.9818,22.3416149068323,89.4706149068323,80.833299378882,183.471428571429,171.285714285714,26.1077574312971,28.0026236031236,83.4964111801242
2016-01-22,"2016w03","Final",24.04,0.64486,37.2794094842291,38.2742340719344,1.1348,10.6512183468705,11.0262183468705,69.4983223124701,94.0428571428571,81.6593406593407,31.2240882405358,32.5273860152707,52.7539899575821,0.9818,21.9875776397516,89.1165776397516,78.473050931677,180.757142857143,168.571428571429,25.719060974095,28.0206129499784,80.2665975155279
2016-01-29,"2016w04","Final",27.77,0.64672,42.9397575457694,41.1162918472293,1.1348,10.6698518872432,11.0448518872432,69.6225459149546,94.1857142857143,81.8021978021978,28.5062540677253,32.5047030686687,53.6575581370821,0.9818,22.0434782608696,89.1724782608696,78.8457217391304,181.185714285714,169,25.1881636020483,28.0386022968332,80.3908211180124
2016-02-05,"2016w05","Final",30.17,0.65858,45.8106835919706,42.8898972567104,1.1348,10.8934543717152,11.2684543717152,71.1132291447683,95.9,83.5164835164835,28.2233318880579,32.4820201220667,50.0161141395171,0.9818,22.2670807453416,89.3960807453416,80.3364049689441,182.9,170.714285714286,30.320290829427,28.056591643688,81.8815043478261
2016-02-12,"2016w06","Final",27,0.665825,40.5511958848046,40.3688209740504,1.1348,10.8934543717152,11.2684543717152,71.1132291447683,95.9,83.5164835164835,30.7444081707179,32.4593371754647,44.0643907201899,0.9818,21.5403726708075,88.6693726708075,75.4916844720497,177.328571428571,165.142857142857,31.4272937518597,28.0745809905428,81.8815043478261
